#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2021 03 27 04 26  1.3  0.8 10.5  1.0  9.1   W   W    AVERAGE  6.1 272
2021 03 27 03 56  1.4  0.8 10.5  1.1  9.9   W   W    AVERAGE  5.9 267
2021 03 27 03 26  1.4  0.8 13.3  1.1  9.9   W   W    AVERAGE  5.9 267
2021 03 27 02 56  1.4  0.8 11.1  1.1  9.9   W   W    AVERAGE  5.9 269
2021 03 27 02 26  1.3  0.7 13.3  1.1  9.9 WSW   W    AVERAGE  5.7 258
2021 03 27 01 56  1.4  0.8 13.3  1.1  9.9   W   W    AVERAGE  5.8 268
2021 03 27 01 26  1.3  0.7 13.3  1.1  9.1   W   W    AVERAGE  5.8 267
2021 03 27 00 56  1.4  0.8 14.3  1.1  9.1  SW WNW    AVERAGE  6.2 215
2021 03 27 00 26  1.4  0.7 14.3  1.2  9.9 WSW WNW    AVERAGE  5.7 250
2021 03 26 23 56  1.3  0.7 13.3  1.1  9.1   W WNW    AVERAGE  5.9 267
2021 03 26 23 26  1.3  0.7 10.5  1.1  9.9 WNW   W    AVERAGE  6.2 292
2021 03 26 22 56  1.4  0.8 16.7  1.2  9.9  SW WNW    AVERAGE  6.7 231
2021 03 26 22 26  1.3  0.7 13.3  1.1  9.9   W   W    AVERAGE  6.6 276
2021 03 26 21 56  1.4  0.8 15.4  1.2  9.1 WSW   W    AVERAGE  7.3 238
2021 03 26 21 26  1.5  0.8 11.1  1.3  9.9   W WNW    AVERAGE  6.8 272
2021 03 26 20 56  1.3  0.7 15.4  1.1  9.9 WSW WNW    AVERAGE  6.9 248
2021 03 26 20 26  1.4  0.7 14.3  1.2  9.9   W WNW    AVERAGE  7.1 285
2021 03 26 19 56  1.4  0.7 14.3  1.2  9.9 WSW WNW    AVERAGE  7.1 288
2021 03 26 19 26  1.4  0.8 14.3  1.2  7.1 WSW WNW      STEEP  7.2 282
2021 03 26 18 56  1.4  0.7 10.5  1.2  8.3 WNW   W    AVERAGE  6.9 275
2021 03 26 18 26  1.4  0.7 15.4  1.2  8.3 WSW WNW    AVERAGE  6.8 251
2021 03 26 17 56  1.4  0.7 15.4  1.2  9.9  SW WNW    AVERAGE  7.1 290
2021 03 26 17 26  1.4  0.8 15.4  1.2  9.1  SW WNW    AVERAGE  7.0 217
2021 03 26 16 56  1.5  0.7 15.4  1.3  7.7  SW   W    AVERAGE  6.8 224
2021 03 26 16 26  1.4  0.7 15.4  1.3  8.3  SW   W    AVERAGE  6.6 278
2021 03 26 15 56  1.3  0.6 15.4  1.2  9.9  SW WNW    AVERAGE  6.3 230
2021 03 26 15 26  1.4  0.7 15.4  1.3  9.1  SW   W    AVERAGE  6.3 223
2021 03 26 14 56  1.5  0.7 15.4  1.3  9.1  SW   W    AVERAGE  6.2 229
2021 03 26 14 26  1.4  0.6 16.7  1.3  8.3  SW   W    AVERAGE  5.7 278
2021 03 26 13 56  1.4  0.6 15.4  1.3  9.1  SW   W    AVERAGE  5.7 272
2021 03 26 13 26  1.5  0.7 15.4  1.4  8.3 WSW   W    AVERAGE  5.7 245
2021 03 26 12 56  1.5  0.6 15.4  1.4  5.6 WSW   W    AVERAGE  5.6 245
2021 03 26 12 26  1.6  0.6 15.4  1.4  5.9 WSW   W    AVERAGE  5.7 241
2021 03 26 11 56  1.8  0.5 15.4  1.7  5.6  SW   W VERY_STEEP  5.4 272
2021 03 26 11 26  1.8  0.6 15.4  1.7  5.9  SW   W VERY_STEEP  5.5 278
2021 03 26 10 56  1.8  0.6 15.4  1.8  5.9  SW   W VERY_STEEP  5.6 281
2021 03 26 10 26  2.0  0.6 15.4  1.9  5.9 WSW   W VERY_STEEP  5.7 276
2021 03 26 09 56  1.9  0.6 15.4  1.8  6.7 SSW   W      STEEP  5.6 272
2021 03 26 09 26  1.9  0.6 15.4  1.9  6.2 SSW   W VERY_STEEP  5.5 276
2021 03 26 08 56  1.9  0.6 15.4  1.8  6.2  SW   W VERY_STEEP  5.6 276
2021 03 26 08 26  1.9  0.6 18.2  1.9  5.9 SSW WNW VERY_STEEP  5.5 285
2021 03 26 07 56  2.0  0.6 15.4  1.9  5.9 SSW   W VERY_STEEP  5.5 281
2021 03 26 07 26  2.0  0.6 15.4  1.9  5.6  SW WNW VERY_STEEP  5.4 285
2021 03 26 06 56  1.9  0.5 15.4  1.9  5.9 SSW   W VERY_STEEP  5.3 279
2021 03 26 06 26  1.8  0.6 15.4  1.7  5.3  SW WNW VERY_STEEP  5.2 288
2021 03 26 05 56  1.9  0.6 15.4  1.8  5.3 SSW WNW VERY_STEEP  5.2 295
2021 03 26 05 26  1.9  0.7 15.4  1.8  5.6  SW   W VERY_STEEP  5.2 281
2021 03 26 04 56  1.7  0.6 15.4  1.6  5.9 SSW   W VERY_STEEP  5.1 276
2021 03 26 04 26  1.8  0.7 15.4  1.6  5.3  SW WNW    AVERAGE  5.1 220
2021 03 26 03 56  1.8  0.6 15.4  1.7  5.3 SSW   W VERY_STEEP  5.2 281
2021 03 26 03 26  1.8  0.6 15.4  1.7  5.0 SSW WNW VERY_STEEP  4.9 289
2021 03 26 02 56  1.7  0.6 16.7  1.6  5.0  SW WNW VERY_STEEP  5.0 286
2021 03 26 02 26  1.7  0.5 15.4  1.6  4.8 SSW WNW VERY_STEEP  4.8 283
2021 03 26 01 56  1.8  0.6 16.7  1.6  4.8   S WNW    AVERAGE  5.0 191
2021 03 26 01 26  1.7  0.6 16.7  1.6  5.3   S WNW VERY_STEEP  5.0 283
2021 03 26 00 56  1.6  0.6 16.7  1.5  4.8 SSW WNW VERY_STEEP  4.9 288
2021 03 26 00 26  1.8  0.6 16.7  1.7  5.0 SSW WNW VERY_STEEP  5.2 285
2021 03 25 23 56  1.8  0.7 16.7  1.7  5.3 SSW   W    AVERAGE  5.3 206
2021 03 25 23 26  1.5  0.5 10.5  1.5  8.3 WNW WNW    AVERAGE  5.1 292
2021 03 25 22 56  1.6  0.5 16.7  1.5  8.3 SSW WNW    AVERAGE  5.3 206
2021 03 25 22 26  1.6  0.5 10.5  1.5  9.9 WNW WNW    AVERAGE  5.3 289
2021 03 25 21 56  1.6  0.6 16.7  1.5  9.1   S WNW    AVERAGE  5.5 282
2021 03 25 21 26  1.5  0.6 16.7  1.4  8.3 SSW WNW    AVERAGE  5.6 199
2021 03 25 20 56  1.6  0.6 16.7  1.5  8.3   S WNW    AVERAGE  5.6 283
2021 03 25 20 26  1.7  0.7 16.7  1.5  8.3   S WNW    AVERAGE  6.1 185
2021 03 25 19 56  1.6  0.5 16.7  1.5  8.3 SSW   W    AVERAGE  5.7 276
2021 03 25 19 26  1.5  0.6 16.7  1.4  8.3 SSW   W    AVERAGE  6.0 281
2021 03 25 18 56  1.6  0.6 16.7  1.5  8.3 SSW   W    AVERAGE  6.0 199
2021 03 25 18 26  1.6  0.6 16.7  1.4  9.1 SSW   W    AVERAGE  6.0 276
2021 03 25 17 56  1.4  0.5 10.5  1.3  8.3   W   W    AVERAGE  5.6 279
2021 03 25 17 26  1.4  0.5 16.7  1.3  9.1 SSW   W    AVERAGE  5.4 209
2021 03 25 16 56  1.3  0.6 16.7  1.2  6.7 SSW   W    AVERAGE  5.3 192
2021 03 25 16 26  1.4  0.6 16.7  1.3  7.1 SSW   W    AVERAGE  5.4 202
2021 03 25 15 56  1.5  0.7 16.7  1.4  6.2 SSW   W    AVERAGE  5.5 199
2021 03 25 15 26  1.5  0.6 16.7  1.4  7.7 SSW   W    AVERAGE  5.4 209
2021 03 25 14 56  1.6  0.6 16.7  1.4  5.3 SSW WNW    AVERAGE  5.2 200
2021 03 25 14 26  1.6  0.6 16.7  1.5  5.6   S   W    AVERAGE  5.3 189
2021 03 25 13 56  1.7  0.7 16.7  1.6  5.6 SSW   W    AVERAGE  5.3 196
2021 03 25 13 26  1.8  0.6 16.7  1.7  5.3   S WNW VERY_STEEP  5.2 288
2021 03 25 12 56  1.7  0.5 16.7  1.6  5.3   S   W VERY_STEEP  5.0 281
2021 03 25 12 26  1.8  0.6 16.7  1.7  5.6 SSW   W VERY_STEEP  5.2 274
2021 03 25 11 56  1.8  0.5 16.7  1.7  5.3 SSE   W VERY_STEEP  5.1 278
2021 03 25 11 26  1.6  0.5 16.7  1.6  5.3 SSW   W VERY_STEEP  5.1 276
2021 03 25 10 56  1.8  0.6 16.7  1.6  5.0 SSW WNW VERY_STEEP  5.3 283
2021 03 25 10 26  1.6  0.6 16.7  1.5  5.0 SSW   W    AVERAGE  5.0 203
2021 03 25 09 56  1.4  0.6 16.7  1.3  5.3  SW   W VERY_STEEP  5.1 261
2021 03 25 09 26  1.3  0.5 16.7  1.2  5.6 SSW   W    AVERAGE  5.2 205
2021 03 25 08 56  1.3  0.6 18.2  1.1  4.8 SSW   W    AVERAGE  5.2 207
2021 03 25 08 26  1.2  0.6 18.2  1.0  5.0  SW   W    AVERAGE  5.2 217
2021 03 25 07 56  1.1  0.5 16.7  1.0  5.0 SSW   W    AVERAGE  5.1 200
2021 03 25 07 26  1.1  0.4 16.7  1.0  4.8 SSW   W VERY_STEEP  4.8 264
2021 03 25 06 56  1.1  0.5 16.7  1.0  4.8 SSW   W    AVERAGE  5.2 202
2021 03 25 06 26  1.1  0.4 16.7  1.0  4.5 SSW   W VERY_STEEP  4.9 275
2021 03 25 05 56  1.2  0.6 18.2  1.0  4.3   S WNW    AVERAGE  5.4 188
2021 03 25 05 26  1.2  0.6 13.3  1.1  9.9 SSW   W    AVERAGE  5.5 199
2021 03 25 04 56  1.2  0.6 18.2  1.0  9.9   S   W    AVERAGE  5.4 185
2021 03 25 04 26  1.2  0.6 10.5  1.1  9.9   W   W    AVERAGE  5.4 278
2021 03 25 03 56  1.2  0.5 18.2  1.1  9.9 SSW   W    AVERAGE  5.7 275
2021 03 25 03 26  1.2  0.6 11.1  1.0  8.3   W   W    AVERAGE  5.7 281
2021 03 25 02 56  1.3  0.8 18.2  1.1  9.1 SSW   W    AVERAGE  5.8 198
2021 03 25 02 26  1.3  0.6 16.7  1.2  9.1 SSW   W    AVERAGE  5.3 192
2021 03 25 01 56  1.2  0.6 18.2  1.1  9.9   S   W    AVERAGE  5.3 174
2021 03 25 01 26  1.2  0.5 11.1  1.1  9.9 WNW   W    AVERAGE  5.6 276
2021 03 25 00 56  1.2  0.7 18.2  1.0  8.3   S   W    AVERAGE  5.9 179
2021 03 25 00 26  1.2  0.7 18.2  1.0  9.1 SSW   W    AVERAGE  5.8 192
2021 03 24 23 56  1.2  0.6 18.2  1.1  9.9   S   W    AVERAGE  6.1 275
2021 03 24 23 26  1.2  0.6 10.5  1.0  9.9   W   W    AVERAGE  6.0 281
2021 03 24 22 56  1.3  0.8 18.2  1.1  9.1   S WNW    AVERAGE  6.8 188
2021 03 24 22 26  1.2  0.6 18.2  1.0  9.9   S WNW    AVERAGE  6.6 285
2021 03 24 21 56  1.3  0.8 18.2  1.1  9.9   S WNW    AVERAGE  7.2 182
2021 03 24 21 26  1.3  0.7 18.2  1.2  8.3 SSW   W    AVERAGE  7.2 279
2021 03 24 20 56  1.3  0.7 11.1  1.1  9.9   W   W    AVERAGE  7.2 279
2021 03 24 20 26  1.4  0.7 10.5  1.2  9.9   W   W    AVERAGE  7.3 281
2021 03 24 19 56  1.4  0.8 10.5  1.2  9.9   W   W    AVERAGE  7.4 279
2021 03 24 19 26  1.4  0.8 10.5  1.2  9.1   W   W    AVERAGE  7.3 276
2021 03 24 18 56  1.3  0.7 10.5  1.1  9.9   W   W    AVERAGE  7.1 276
2021 03 24 18 26  1.4  0.8 10.5  1.2  9.9 WNW WNW    AVERAGE  7.4 285
2021 03 24 17 56  1.4  0.9 11.1  1.2  9.9   W WNW    AVERAGE  7.5 278
2021 03 24 17 26  1.5  0.8 10.5  1.3  9.9 WNW WNW    AVERAGE  7.4 288
2021 03 24 16 56  1.4  0.8 10.5  1.2  9.9 WNW WNW    AVERAGE  7.4 285
2021 03 24 16 26  1.4  0.8 10.5  1.2  9.9   W WNW    AVERAGE  7.3 281
2021 03 24 15 56  1.4  0.9 11.1  1.2  9.9 WNW WNW    AVERAGE  7.5 286
2021 03 24 15 26  1.4  0.8 10.5  1.1  9.9 WNW WNW    AVERAGE  7.3 292
2021 03 24 14 56  1.3  0.8 10.5  1.1  9.9   W   W    AVERAGE  7.2 278
2021 03 24 14 26  1.3  0.8 11.1  1.1  9.9 WNW   W    AVERAGE  7.1 283
2021 03 24 13 56  1.4  0.8 10.5  1.2  9.9 WNW   W    AVERAGE  7.3 285
2021 03 24 13 26  1.3  0.8 10.5  1.0  9.1   W   W    AVERAGE  7.1 278
2021 03 24 12 56  1.2  0.7 11.1  1.0  9.9 WNW WNW    AVERAGE  7.1 282
2021 03 24 12 26  1.3  0.7 11.8  1.1  9.9   W   W    AVERAGE  7.0 281
2021 03 24 11 56  1.3  0.7 10.5  1.1  9.1 WNW WNW    AVERAGE  7.0 290
2021 03 24 11 26  1.4  0.8 10.5  1.2  9.9 WNW WNW    AVERAGE  7.3 283
2021 03 24 10 56  1.3  0.7 11.1  1.2  9.1   W WNW    AVERAGE  6.8 290
2021 03 24 10 26  1.4  0.7 10.5  1.2  7.7 WNW   W    AVERAGE  6.9 285
2021 03 24 09 56  1.4  0.8 10.5  1.2  9.9 WNW WNW    AVERAGE  7.0 292
2021 03 24 09 26  1.4  0.8 14.3  1.2  9.9 SSW WNW    AVERAGE  7.0 292
2021 03 24 08 56  1.4  0.7 14.3  1.2  9.9 SSW   W    AVERAGE  6.7 279
2021 03 24 08 26  1.4  0.7 10.5  1.3  9.1 WNW WNW    AVERAGE  6.5 283
2021 03 24 07 56  1.4  0.7 10.5  1.2  9.9   W   W    AVERAGE  6.7 278
2021 03 24 07 26  1.3  0.6 14.3  1.2  9.1 SSW   W    AVERAGE  6.3 276
2021 03 24 06 56  1.4  0.6 10.5  1.2  9.9   W   W    AVERAGE  6.5 276
2021 03 24 06 26  1.4  0.8 10.5  1.2  9.9   W   W    AVERAGE  6.5 269
2021 03 24 05 56  1.4  0.6 10.5  1.3  9.1   W   W    AVERAGE  6.1 265
2021 03 24 05 26  1.4  0.7 15.4  1.3  9.9 SSW   W    AVERAGE  6.2 195
2021 03 24 04 56  1.4  0.7 14.3  1.3  9.1 SSW   W    AVERAGE  6.0 196
2021 03 24 04 26  1.6  0.6 10.5  1.4  9.9   W   W    AVERAGE  6.0 271
2021 03 24 03 56  1.5  0.7 15.4  1.4  6.2   S   W    AVERAGE  5.6 191
2021 03 24 03 26  1.5  0.6 10.5  1.4  7.1   W   W      STEEP  5.4 262
2021 03 24 02 56  1.7  0.6 15.4  1.6  6.2   S   W VERY_STEEP  5.4 281
2021 03 24 02 26  1.8  0.6 10.5  1.8  5.0   W WNW VERY_STEEP  5.2 288
2021 03 24 01 56  2.0  0.6 14.3  1.9  5.9 SSW WNW VERY_STEEP  5.5 283
2021 03 24 01 26  2.0  0.6 15.4  2.0  6.2   S   W VERY_STEEP  5.3 275
2021 03 24 00 56  2.2  0.6 14.3  2.1  5.6 SSW WNW VERY_STEEP  5.3 289
2021 03 24 00 26  2.0  0.6 15.4  2.0  5.3  SW WNW VERY_STEEP  5.2 285
2021 03 23 23 56  1.9  0.6 14.3  1.9  5.6  SW WNW VERY_STEEP  5.3 285
2021 03 23 22 26  2.0  0.6 15.4  1.9  6.7 SSW   W      STEEP  5.5 281
2021 03 23 21 56  2.0  0.6 15.4  2.0  6.2 SSW   W VERY_STEEP  5.7 278
2021 03 23 21 26  1.9  0.6 15.4  1.9  5.9 SSW WNW VERY_STEEP  5.6 285
2021 03 23 20 56  2.0  0.5 15.4  1.9  5.9 SSW WNW VERY_STEEP  5.6 283
2021 03 23 20 26  1.9  0.6 15.4  1.9  6.7   S WNW      STEEP  5.5 282
2021 03 23 19 56  1.9  0.5 15.4  1.9  9.1 SSW WNW    AVERAGE  5.5 282
2021 03 23 19 26  2.0  0.6 15.4  2.0  6.2 SSW   W VERY_STEEP  5.7 276
2021 03 23 18 56  2.1  0.5 15.4  2.0  6.2   S   W VERY_STEEP  5.6 276
2021 03 23 18 26  2.2  0.5 10.5  2.1  5.9   W WNW VERY_STEEP  5.7 289
2021 03 23 17 56  2.2  0.6 10.5  2.2  6.2   W WNW VERY_STEEP  5.9 282
2021 03 23 17 26  2.3  0.6 15.4  2.2  6.2 SSW WNW VERY_STEEP  5.8 286
2021 03 23 16 56  2.1  0.6 15.4  2.1  6.7   S WNW VERY_STEEP  5.7 293
2021 03 23 16 26  2.4  0.6 15.4  2.4  6.2 WSW WNW VERY_STEEP  5.7 290
2021 03 23 15 56  2.4  0.6 15.4  2.3  6.7   S WNW VERY_STEEP  5.8 289
2021 03 23 15 26  2.5  0.5 15.4  2.5  6.2  SW WNW VERY_STEEP  5.8 290
2021 03 23 14 56  2.5  0.5 10.5  2.5  6.7   W WNW VERY_STEEP  5.8 290
2021 03 23 14 26  2.6  0.6 10.5  2.5  9.1   W WNW    AVERAGE  5.9 289
2021 03 23 13 56  2.6  0.6 16.7  2.5  6.7 SSW WNW VERY_STEEP  5.9 289
2021 03 23 13 26  2.8  0.6 11.1  2.7  6.7   W WNW VERY_STEEP  6.1 293
2021 03 23 12 56  2.9  0.6 16.7  2.9  7.1   S WNW VERY_STEEP  6.1 286
2021 03 23 12 26  2.7  0.7 15.4  2.6  7.1   S WNW VERY_STEEP  6.1 290
2021 03 23 11 56  2.5  0.6 16.7  2.4  6.7 SSW WNW VERY_STEEP  5.9 289
2021 03 23 11 26  2.6  0.6 10.5  2.6  6.7   W WNW VERY_STEEP  6.0 288
2021 03 23 10 56  2.6  0.6 15.4  2.5  6.7 SSW WNW VERY_STEEP  6.1 286
2021 03 23 10 26  2.5  0.6 10.5  2.5  6.7   W WNW VERY_STEEP  5.9 282
2021 03 23 09 56  2.6  0.6 10.5  2.6  6.7   W WNW VERY_STEEP  5.8 286
2021 03 23 09 26  2.7  0.6 10.5  2.6  6.7   W   W VERY_STEEP  5.9 281
2021 03 23 08 56  2.8  0.7 10.5  2.8  6.7   W WNW VERY_STEEP  6.0 283
2021 03 23 08 26  2.7  0.6 10.5  2.6  6.7   W WNW VERY_STEEP  5.9 285
2021 03 23 07 56  2.7  0.6 10.5  2.7  6.7   W WNW VERY_STEEP  5.8 283
2021 03 23 07 26  2.6  0.7 15.4  2.5  7.1 SSW   W VERY_STEEP  5.9 279
2021 03 23 06 56  2.7  0.8 16.7  2.6  6.7  SW WNW VERY_STEEP  6.0 288
2021 03 23 06 26  2.7  0.6 16.7  2.7  6.7 SSW WNW VERY_STEEP  5.9 286
2021 03 23 05 56  2.8  0.8 16.7  2.7  6.7 SSW WNW VERY_STEEP  5.9 288
2021 03 23 05 26  2.6  0.6 10.5  2.5  7.1   W   W VERY_STEEP  5.9 279
2021 03 23 04 56  2.5  0.7 15.4  2.5  7.7 SSW WNW      STEEP  5.9 286
2021 03 23 04 26  2.6  0.7 11.1  2.5  7.7   W WNW      STEEP  6.1 286
2021 03 23 03 56  2.6  0.7 10.5  2.5  7.1   W WNW VERY_STEEP  6.1 285
2021 03 23 03 26  2.6  0.6 10.5  2.6  6.7   W WNW VERY_STEEP  5.9 283
2021 03 23 02 56  2.4  0.6 15.4  2.3  6.2   S WNW VERY_STEEP  5.8 292
2021 03 23 02 26  2.2  0.6 16.7  2.2  5.6  SW WNW VERY_STEEP  5.5 292
2021 03 23 01 56  2.2  0.6 16.7  2.1  6.2   S WNW VERY_STEEP  5.5 285
2021 03 23 01 26  2.0  0.6 16.7  1.9  7.7 SSW   W      STEEP  5.6 274
2021 03 23 00 56  2.2  0.6 16.7  2.1  6.2 SSW WNW VERY_STEEP  5.5 288
2021 03 23 00 26  2.3  0.7 16.7  2.2  6.2  SW WNW VERY_STEEP  5.7 285
2021 03 22 23 56  2.2  0.5 10.5  2.1  7.1   W   W      STEEP  5.6 278
2021 03 22 23 26  2.2  0.5 16.7  2.1  6.2  SW WNW VERY_STEEP  5.6 283
2021 03 22 22 56  2.0  0.7 16.7  1.9  6.7 SSW WNW      STEEP  5.6 282
2021 03 22 22 26  2.0  0.7 16.7  1.9  6.7 SSW   W      STEEP  5.5 276
2021 03 22 21 56  2.0  0.6 16.7  1.9  6.2 SSW WNW VERY_STEEP  5.6 286
2021 03 22 21 26  2.0  0.7 16.7  1.9  6.2 SSW WNW VERY_STEEP  5.5 282
2021 03 22 20 56  1.9  0.6 16.7  1.8  6.7 SSW   W    AVERAGE  5.3 199
2021 03 22 20 26  1.9  0.6 16.7  1.8  5.6 SSW WNW    AVERAGE  5.5 206
2021 03 22 19 56  1.9  0.5 10.5  1.8  5.9   W WNW VERY_STEEP  5.2 282
2021 03 22 19 26  1.9  0.6 16.7  1.8  6.2  SW WNW VERY_STEEP  5.5 282
2021 03 22 18 56  1.9  0.6 10.5  1.8  5.9 WNW WNW VERY_STEEP  5.5 283
2021 03 22 18 26  1.8  0.6 16.7  1.7  9.1 SSW   W    AVERAGE  5.6 196
2021 03 22 17 56  2.0  0.7 16.7  1.9  5.6 SSW WNW    AVERAGE  5.6 212
2021 03 22 17 26  1.9  0.6 10.5  1.9  6.2   W WNW VERY_STEEP  5.6 285
2021 03 22 16 56  2.1  0.7 11.1  2.0  6.7   W WNW VERY_STEEP  5.8 283
2021 03 22 16 26  2.0  0.7 11.1  1.9  9.1   W   W    AVERAGE  5.8 279
2021 03 22 15 56  2.0  0.7 10.5  1.9  7.1   W WNW      STEEP  5.8 282
2021 03 22 15 26  2.0  0.8 10.5  1.9  9.9   W WNW    AVERAGE  5.9 283
2021 03 22 14 56  2.0  0.7 10.5  1.9  8.3   W WNW    AVERAGE  5.8 285
2021 03 22 14 26  2.0  0.7 11.1  1.9  7.7   W WNW      STEEP  5.8 282
2021 03 22 13 56  2.0  0.7 10.5  1.9  9.1   W WNW    AVERAGE  5.8 285
2021 03 22 13 26  2.0  0.7 10.5  1.9  9.9 WNW WNW    AVERAGE  5.9 288
2021 03 22 12 56  2.0  0.8 10.5  1.9  5.6   W WNW    AVERAGE  6.0 276
2021 03 22 12 26  2.1  0.9 11.1  1.9  9.1   W   W    AVERAGE  6.1 272
2021 03 22 11 56  2.1  0.8 10.5  2.0  9.1   W   W    AVERAGE  6.0 278
2021 03 22 11 26  1.9  0.6 11.8  1.8  9.1   W   W    AVERAGE  6.0 279
2021 03 22 10 56  1.9  0.7 10.5  1.7  9.1   W   W    AVERAGE  6.0 272
2021 03 22 10 26  1.9  0.7 10.5  1.8  8.3   W   W    AVERAGE  5.9 279
2021 03 22 09 56  1.9  0.7 11.1  1.8  9.1   W   W    AVERAGE  6.0 274
2021 03 22 09 26  1.9  0.7 11.1  1.8  9.9   W   W    AVERAGE  6.0 278
2021 03 22 08 56  1.8  0.8 11.1  1.7  8.3   W   W    AVERAGE  6.0 278
2021 03 22 08 26  2.0  0.9 10.5  1.8  7.7   W   W    AVERAGE  6.1 275
2021 03 22 07 56  1.9  0.7 11.1  1.8  9.9   W   W    AVERAGE  5.9 276
2021 03 22 07 26  1.9  0.7 10.5  1.8  9.1   W   W    AVERAGE  5.9 271
2021 03 22 06 56  1.9  0.8 10.5  1.8  5.6   W WNW    AVERAGE  5.8 278
2021 03 22 06 26  1.9  0.7 11.8  1.8  9.1   W   W    AVERAGE  5.7 276
2021 03 22 05 56  2.1  0.8 10.5  1.9  6.7   W   W      STEEP  5.9 279
2021 03 22 05 26  2.1  0.7 10.5  2.0  9.1   W   W    AVERAGE  5.9 276
2021 03 22 04 56  2.2  0.7 10.5  2.0  7.1   W   W      STEEP  5.9 279
2021 03 22 04 26  2.2  0.7 18.2  2.1  7.7 SSW   W      STEEP  5.9 276
2021 03 22 03 56  2.1  0.7 10.5  2.0  9.1   W   W    AVERAGE  5.9 279
2021 03 22 03 26  2.1  0.6 11.1  2.0  6.2   W WNW VERY_STEEP  5.7 285
2021 03 22 02 56  2.2  0.6 11.8  2.1  5.9   W WNW VERY_STEEP  5.7 290
2021 03 22 02 26  2.1  0.7 10.5  2.0  5.6   W WNW VERY_STEEP  5.7 290
2021 03 22 01 56  2.2  0.7 12.5  2.1  6.7   W WNW VERY_STEEP  5.8 290
2021 03 22 01 26  2.2  0.7 11.8  2.1  6.2   W WNW VERY_STEEP  5.8 288
2021 03 22 00 56  2.1  0.6 10.5  2.1  6.7   W WNW VERY_STEEP  5.5 286
2021 03 22 00 26  2.1  0.7 12.5  2.0  5.3   W WNW VERY_STEEP  5.6 288
2021 03 21 23 56  2.1  0.6 11.1  2.0  6.2   W   W VERY_STEEP  5.6 279
2021 03 21 23 26  2.0  0.6 11.8  1.9  6.7   W WNW      STEEP  5.6 285
2021 03 21 22 56  2.0  0.7 10.5  1.9  5.6   W WNW VERY_STEEP  5.5 288
2021 03 21 22 26  2.0  0.7 11.8  1.9  5.6   W WNW VERY_STEEP  5.4 288
2021 03 21 21 56  1.9  0.7 10.5  1.8  4.8   W WNW    AVERAGE  5.3 271
2021 03 21 21 26  1.8  0.7 12.5  1.7  9.9   W   W    AVERAGE  5.5 279
2021 03 21 20 56  1.8  0.8 11.1  1.7  5.0   W WNW    AVERAGE  5.5 276
2021 03 21 20 26  1.8  0.7 11.8  1.7  8.3   W WNW    AVERAGE  5.7 275
2021 03 21 19 56  1.8  0.7 10.5  1.7  9.1   W   W    AVERAGE  5.8 281
2021 03 21 19 26  1.8  0.7 11.8  1.6  9.9   W   W    AVERAGE  5.7 276
2021 03 21 18 56  1.6  0.7 12.5  1.5  8.3   W   W    AVERAGE  5.7 269
2021 03 21 18 26  1.7  0.8 11.8  1.6  7.7   W   W    AVERAGE  5.8 276
2021 03 21 17 56  1.8  0.8 10.5  1.6  9.1   W   W    AVERAGE  5.9 272
2021 03 21 17 26  1.7  0.8 11.1  1.5  8.3   W   W    AVERAGE  6.2 279
2021 03 21 16 56  1.7  0.8 12.5  1.5  7.7   W WNW    AVERAGE  5.9 276
2021 03 21 16 26  1.7  0.8 12.5  1.5  9.1   W   W    AVERAGE  6.1 269
2021 03 21 15 56  1.7  0.7 11.1  1.6  8.3   W   W    AVERAGE  5.9 278
2021 03 21 15 26  1.8  0.8 11.8  1.6  8.3   W WNW    AVERAGE  6.1 269
2021 03 21 14 56  1.7  0.8 11.8  1.5  9.1   W   W    AVERAGE  6.2 276
2021 03 21 14 26  1.8  0.8 10.5  1.6  9.1   W   W    AVERAGE  6.5 279
2021 03 21 13 56  1.6  0.7 11.8  1.5  9.9   W   W    AVERAGE  6.2 281
2021 03 21 13 26  1.7  0.7 11.1  1.6  9.9   W WNW    AVERAGE  6.2 276
2021 03 21 12 56  1.7  0.8 11.8  1.5  9.1 WNW   W    AVERAGE  6.5 285
2021 03 21 12 26  1.8  0.8 11.8  1.7  9.1   W   W    AVERAGE  6.3 268
2021 03 21 11 56  1.9  0.9 10.5  1.6  9.9   W   W    AVERAGE  6.4 278
2021 03 21 11 26  1.8  0.8 11.1  1.7  9.9   W   W    AVERAGE  6.1 267
2021 03 21 10 56  1.9  0.8 12.5  1.7  7.1   W   W    AVERAGE  5.9 272
2021 03 21 10 26  1.9  0.9 12.5  1.7  5.9   W   W    AVERAGE  6.0 275
2021 03 21 09 56  1.9  0.8 11.1  1.8  9.1   W   W    AVERAGE  6.0 271
2021 03 21 09 26  1.9  0.8 12.5  1.8  5.9   W WNW    AVERAGE  5.8 276
2021 03 21 08 56  1.9  0.8 13.3  1.8  9.9   W   W    AVERAGE  6.1 272
2021 03 21 08 26  1.9  0.8 12.5  1.7  5.9   W   W    AVERAGE  5.9 271
2021 03 21 07 56  2.0  0.9 13.3  1.8  6.2   W WNW    AVERAGE  6.1 274
